RA,Dec,z,direction_cw_ccw
31.26159,0.83582,0.14288,-1
153.86759,-0.06143,0.14289,1
218.40855,43.27695,0.14291,-1
250.22706,41.86312,0.14291,-1
146.60877,0.80471,0.14292,-1
22.10476,0.55754,0.14292,-1
350.6182,0.10264,0.14293,-1
356.47268,-0.53511,0.14293,1
172.68131,4.9682,0.14294,-1
180.75214,1.10306,0.14294,-1
190.94327,0.47898,0.14294,1
178.83165,-1.48075,0.14295,-1
156.74722,4.64875,0.14296,1
159.53076,2.21122,0.143,-1
169.31008,-0.78265,0.14302,-1
339.39183,0.72147,0.14302,-1
168.18077,1.93027,0.14303,-1
235.00046,44.59757,0.14305,-1
180.13855,3.41627,0.14307,-1
214.18317,44.03426,0.14307,1
331.69086,-0.3616,0.1431,-1
359.43882,-0.49958,0.1431,1
166.23147,3.93015,0.14311,-1
213.74579,-0.38732,0.14314,1
141.37222,1.32701,0.14316,1
212.87312,0.68993,0.14319,1
170.66505,0.71112,0.14322,-1
204.72851,-0.71697,0.14323,-1
331.48549,1.16101,0.14324,-1
341.03632,1.02267,0.14325,1
218.97126,42.86597,0.14327,-1
218.97126,42.86597,0.14327,1
165.47233,3.77865,0.14329,1
234.85834,44.67311,0.14332,-1
189.07916,-1.09397,0.14335,-1
209.14036,-2.12915,0.14335,-1
338.8152,-0.23383,0.14335,1
235.12145,42.98618,0.14336,-1
335.69866,-0.42968,0.14336,-1
341.72177,2.17789,0.14338,-1
332.37695,-0.2321,0.14338,1
174.85491,-2.38311,0.14342,-1
160.24887,3.04667,0.14342,1
140.24732,1.94505,0.14345,-1
140.69444,1.16132,0.14345,-1
153.72683,0.01938,0.14351,1
6.06146,-0.63525,0.14351,1
205.33457,3.33513,0.14352,-1
359.05833,0.16455,0.14352,-1
153.78416,-0.24423,0.14355,1
220.31261,-0.82442,0.14358,-1
239.55492,44.22944,0.14361,-1
135.33982,2.81539,0.14362,1
157.44182,4.16702,0.14362,1
144.81793,4.77695,0.14363,-1
146.24704,0.92494,0.14363,1
336.31039,-0.29277,0.14364,-1
173.40728,3.2427,0.14368,-1
213.99231,0.36607,0.14369,1
34.50864,-0.55966,0.14371,1
336.53228,0.97187,0.14376,-1
167.94945,3.84357,0.14377,1
182.41322,5.05586,0.14377,1
169.91443,0.9533,0.14381,-1
235.8195,42.69529,0.14383,1
332.46949,-0.24522,0.14384,-1
160.06393,1.69068,0.14385,1
352.10453,0.1961,0.14385,-1
182.79281,5.5121,0.14386,1
156.67125,4.11889,0.14388,-1
140.42494,1.75787,0.14388,1
344.82782,2.92378,0.1439,1
336.03816,0.33586,0.14391,1
205.53956,-1.16902,0.14394,-1
191.05956,-0.55232,0.14398,-1
220.88252,-0.84376,0.14401,-1
153.63014,0.99916,0.14402,-1
235.79727,42.41956,0.14403,-1
153.8307,-0.08439,0.14405,1
232.56095,42.849,0.14409,-1
190.57744,-0.13892,0.1441,1
331.42676,-0.62658,0.14411,-1
355.85095,-0.80128,0.14411,1
170.58581,1.96834,0.14414,-1
206.73604,-0.50588,0.14414,-1
238.56192,44.24817,0.14414,1
355.68889,-0.90385,0.14415,1
213.46257,-0.13511,0.14416,1
181.70596,5.19241,0.14418,-1
139.52778,2.77349,0.14419,1
205.5393,4.08709,0.14419,1
218.80705,43.35075,0.1442,-1
7.02366,-1.01007,0.1442,-1
153.85719,-0.07051,0.14425,1
0.29864,-0.88675,0.14427,1
357.08659,1.04484,0.14428,1
338.79922,0.4967,0.14431,-1
333.66398,6.77406,0.14433,1
225.41952,1.6472,0.14434,-1
331.23456,-0.5528,0.14434,1
219.19726,4.66688,0.14439,-1
199.23467,-0.69182,0.14442,1
216.71132,0.96701,0.14444,-1
169.6101,0.49882,0.14446,1
194.11051,-1.29899,0.14446,1
351.28478,0.8062,0.14446,1
202.8642,-1.85428,0.1445,1
216.6948,0.94726,0.14451,1
335.68387,-1.13365,0.14451,1
179.39294,-0.96994,0.14455,1
342.06341,0.89629,0.14455,-1
139.90073,3.1493,0.14456,-1
138.81987,4.60441,0.14458,-1
166.39426,5.00705,0.14458,-1
209.81236,-1.15516,0.14458,1
128.02654,3.84379,0.14459,-1
335.7694,-1.0369,0.14459,1
194.10424,0.16878,0.14462,-1
175.23238,-1.87838,0.14465,-1
232.90067,43.00154,0.14466,-1
140.90285,-0.1293,0.14467,1
172.77786,3.51365,0.14468,-1
196.34893,1.21653,0.14469,1
140.47418,2.55922,0.1447,-1
170.04487,2.86964,0.1447,-1
233.16508,43.12296,0.14471,1
330.70673,-1.06521,0.14472,-1
332.59934,-0.17911,0.14472,-1
170.20799,-0.21143,0.14473,-1
39.30932,0.75352,0.14473,-1
36.31976,1.05151,0.14474,1
209.01058,-1.87154,0.14477,1
216.71277,0.82418,0.14478,-1
207.40056,1.26011,0.1448,1
160.97338,4.21914,0.14482,1
37.1365,-1.0428,0.14482,1
175.71727,3.9571,0.14483,-1
213.46566,4.36916,0.14486,-1
16.63128,0.56945,0.14486,-1
1.59849,-0.81425,0.14487,1
160.69293,3.20729,0.14489,-1
215.28586,44.29017,0.14491,1
238.4746,44.22514,0.14491,1
37.66012,1.85236,0.14493,-1
140.117,3.7882,0.14494,1
336.62312,-0.14035,0.14494,-1
338.58358,0.03803,0.14494,1
221.72323,-2.1403,0.14498,-1
33.00521,0.28892,0.14503,1
332.81189,-0.23417,0.14503,1
143.6949,-0.23538,0.14504,1
161.00955,4.21223,0.14504,1
29.31934,-0.19173,0.14504,-1
336.23841,0.17138,0.14505,-1
336.30422,0.18696,0.14508,1
162.24904,2.7086,0.14514,1
156.31346,3.68899,0.14516,-1
175.54664,4.02078,0.14516,1
350.34755,0.07864,0.14516,-1
332.44889,-0.25009,0.14516,1
359.46205,0.48833,0.14516,1
213.84276,51.98933,0.14517,-1
0.83816,1.00944,0.14517,-1
137.5926,2.47146,0.14518,1
189.75238,1.38018,0.14519,1
188.73428,-0.61745,0.14521,1
351.72717,-0.28185,0.14526,-1
143.53629,2.89169,0.14528,-1
143.53629,2.89169,0.14528,1
148.32249,1.94273,0.14529,1
189.25457,-1.82864,0.14529,1
336.42483,-0.69149,0.1453,1
138.39611,0.03883,0.14531,1
336.99565,0.27376,0.14531,-1
206.14035,0.16491,0.14532,-1
203.16327,-1.49336,0.14532,1
229.92665,42.11099,0.14533,-1
336.58782,-0.01165,0.14533,-1
15.63784,1.15337,0.14535,-1
197.26386,-0.11013,0.14536,1
222.5926,-2.36834,0.14536,1
162.5112,3.02744,0.14537,-1
148.82027,1.73163,0.14537,1
139.90062,5.29462,0.14539,-1
336.2144,0.75125,0.14541,-1
222.90562,3.46347,0.14542,1
39.54677,1.16989,0.14542,1
145.93971,0.11692,0.14544,-1
200.28724,1.6,0.14545,1
330.72622,-0.1872,0.14545,1
1.42645,-0.83661,0.14546,-1
207.15591,1.27574,0.14547,-1
210.08388,-1.94333,0.14548,1
198.88719,2.59603,0.14553,1
336.12548,0.22759,0.14553,1
154.58059,-0.47828,0.14555,1
203.78179,-1.36539,0.14557,-1
246.55364,42.8783,0.14558,1
143.13556,2.86101,0.14559,-1
341.66565,-0.74301,0.14559,1
138.27638,4.94238,0.1456,-1
217.25632,43.7049,0.1456,-1
335.34134,0.03011,0.1456,-1
335.11924,-0.37642,0.1456,1
192.36693,0.55948,0.14561,-1
333.00951,0.01675,0.14561,-1
350.39541,0.92019,0.14561,1
210.18419,-1.59416,0.14563,-1
172.87284,4.39064,0.14564,1
336.15534,-0.04292,0.14567,-1
174.80624,1.73551,0.14568,1
333.01015,0.01605,0.14568,-1
142.47611,0.46475,0.14569,1
192.77029,1.56332,0.1457,1
193.695,0.29529,0.14571,-1
170.87637,0.31879,0.14572,-1
359.39986,0.52029,0.14573,1
138.0877,3.00962,0.14574,-1
174.83893,-2.29044,0.14574,-1
138.56453,4.01119,0.14574,1
237.98454,43.40373,0.14575,-1
146.34526,4.74972,0.14577,-1
154.1103,1.894,0.14578,-1
169.1107,-0.17788,0.14578,-1
205.99734,-0.08158,0.14578,1
32.89882,0.44701,0.14579,-1
160.37439,3.33124,0.14581,1
337.67441,0.40184,0.14582,-1
340.57722,0.43625,0.14583,-1
2.72321,-0.6218,0.14584,1
214.08202,43.72503,0.14586,1
335.08379,1.39482,0.14587,1
155.36176,3.20129,0.14588,-1
189.31653,4.03025,0.14589,1
179.16463,4.12056,0.14592,1
140.25875,3.11823,0.14593,1
218.48781,3.66254,0.14595,-1
220.05288,4.21985,0.14595,-1
212.90069,0.97856,0.14595,1
338.28471,0.51056,0.14595,-1
137.78468,1.21981,0.14597,-1
225.3553,-0.75387,0.146,1
212.40283,0.87602,0.14603,-1
217.98222,43.6188,0.14603,-1
337.63739,0.31537,0.14603,1
341.36619,0.55413,0.14604,-1
204.0333,1.24581,0.14609,1
185.7339,-1.21335,0.14612,1
213.58462,-0.19165,0.14613,1
341.62599,-0.29469,0.14613,1
145.43388,0.56417,0.14615,-1
343.52715,0.08202,0.14616,-1
3.1684,0.86854,0.14617,-1
337.99484,0.5585,0.14622,1
145.64343,-0.68476,0.14623,-1
336.08522,-0.35016,0.14628,1
161.11079,2.81576,0.14629,-1
32.47373,-0.40711,0.14631,1
215.72231,0.59425,0.14632,1
338.48382,0.94329,0.14632,1
176.80697,0.70374,0.14634,-1
203.08235,-1.5154,0.14634,-1
337.74925,0.71141,0.14634,-1
235.74408,44.74908,0.14637,1
32.78561,0.78745,0.14637,-1
128.5008,3.58168,0.14638,-1
139.79931,3.69671,0.14638,-1
191.80629,0.7974,0.14639,-1
209.30626,-2.28801,0.14639,1
330.94479,1.20284,0.14639,-1
333.63121,0.31787,0.14639,-1
168.21948,3.06325,0.1464,1
341.54278,0.96609,0.14642,1
140.71164,2.63374,0.14649,-1
181.69546,2.36432,0.14655,-1
223.0437,0.1757,0.14655,1
189.0508,0.62181,0.14664,1
184.83814,1.29918,0.14667,-1
219.6958,3.68186,0.14667,1
220.82648,-0.80087,0.14667,1
203.7651,-1.92586,0.14669,1
208.76482,-0.2531,0.14671,1
208.62666,0.3785,0.14672,-1
208.88525,-1.61488,0.14674,-1
222.05901,0.25833,0.14674,-1
3.05905,-0.11275,0.14674,1
189.27175,3.80978,0.14676,1
0.80164,0.79566,0.14676,1
167.17509,1.9651,0.14679,-1
209.64608,-1.72085,0.14679,-1
212.5642,1.12293,0.14681,-1
36.00065,-0.24348,0.14682,-1
351.04668,0.30186,0.14683,1
232.09996,43.86218,0.14684,-1
331.29302,1.22403,0.14684,1
336.43806,1.19672,0.14686,-1
341.41586,0.60207,0.14687,1
34.34254,0.29784,0.14688,-1
145.3047,0.5624,0.14691,1
212.97634,1.07004,0.14696,1
218.2269,3.82724,0.14697,1
4.376,0.05559,0.14697,-1
337.49323,0.86693,0.14699,1
29.74982,-3.28851,0.14702,1
145.41462,1.29813,0.14703,-1
136.99936,2.14894,0.14704,1
3.05335,-0.15898,0.14705,-1
331.51511,-0.57693,0.14706,1
338.35906,0.74879,0.14707,1
211.84023,-1.35182,0.14708,-1
2.37453,-0.74072,0.14708,1
341.91586,0.48082,0.14709,1
20.03094,0.55885,0.14711,1
241.04408,43.45419,0.14716,-1
188.12134,4.52307,0.14717,-1
212.96883,0.35276,0.14717,-1
36.18749,-0.65507,0.14717,1
338.17475,0.90226,0.14721,1
141.88164,2.74137,0.14725,1
331.11703,1.24227,0.14725,-1
35.71718,-0.37603,0.14725,1
3.10391,-0.45585,0.14726,-1
213.50355,42.35067,0.14727,-1
15.79324,0.96293,0.14727,1
341.13963,0.68533,0.14728,-1
223.29107,0.97739,0.14729,-1
241.25166,43.78366,0.1473,1
136.82217,3.10519,0.14731,-1
209.93865,-1.50774,0.14731,-1
200.32815,1.50587,0.14732,-1
179.47637,-0.97002,0.14732,1
32.95672,0.45272,0.14732,1
159.55358,2.97148,0.14737,-1
199.62076,2.68446,0.14741,1
220.62524,-0.85255,0.14741,1
37.09915,-0.81631,0.14741,-1
331.72568,0.86711,0.14742,1
33.72196,0.59793,0.14745,-1
32.89667,1.82902,0.14745,1
213.45423,42.35153,0.14746,-1
35.69515,-0.2814,0.14746,1
335.64106,-0.76642,0.14749,-1
208.17785,-0.95228,0.1475,1
177.80136,-0.13846,0.14752,1
3.08856,-0.1834,0.14758,-1
208.36127,0.55785,0.14759,-1
212.5889,-1.30012,0.14759,-1
33.13458,0.37634,0.14761,-1
3.21999,0.51217,0.14762,-1
333.90134,0.42848,0.14763,1
338.0124,1.1139,0.14764,-1
221.17922,-1.1592,0.14769,-1
160.79059,-0.92137,0.14774,1
214.38757,-0.58595,0.14775,-1
136.0982,1.07579,0.14777,1
187.6605,-0.99569,0.14778,-1
163.00496,3.26866,0.1478,-1
171.86413,-0.68296,0.1478,1
217.48589,0.57886,0.14781,-1
232.18434,44.30905,0.14783,-1
350.84399,-0.47607,0.14783,1
233.23347,44.43878,0.14786,-1
136.40436,1.53361,0.14786,1
217.90258,44.05994,0.14787,1
3.09405,-0.08061,0.14787,1
181.23114,3.78024,0.14788,-1
204.72592,-1.82547,0.14796,-1
156.79123,2.02044,0.14796,1
335.42815,-0.73888,0.14796,1
208.2778,-1.67642,0.14797,1
331.65254,-0.15092,0.14797,-1
163.35821,4.84927,0.14798,1
219.8896,-1.81129,0.14798,1
332.07599,0.87159,0.14799,1
130.97208,1.29206,0.148,-1
142.8427,0.38152,0.14803,-1
7.68681,-0.55882,0.14803,1
17.874,0.30872,0.14803,1
176.25311,1.11835,0.14805,-1
218.03899,44.11491,0.14807,1
162.17163,3.45908,0.14808,1
208.1888,1.11339,0.14813,-1
3.6065,-0.06873,0.14813,-1
207.82716,0.48771,0.14814,-1
186.57545,-0.69714,0.14815,-1
232.94728,44.14145,0.14818,1
335.06858,-0.74831,0.14818,-1
136.20685,0.473,0.14819,1
223.33808,-1.99869,0.14819,1
6.48757,1.15563,0.14819,1
189.64513,0.42555,0.1482,1
331.08045,1.19923,0.1482,1
21.72257,1.25175,0.14821,1
166.61184,1.71418,0.14822,-1
170.34457,3.43356,0.14822,-1
182.81526,1.97525,0.14823,-1
215.6937,44.52876,0.14824,1
208.57602,-1.07577,0.14825,1
213.73422,-0.69091,0.14825,1
6.53854,1.11566,0.14826,-1
19.86038,-0.13937,0.14827,1
236.18522,43.85835,0.14829,-1
151.85092,4.18975,0.1483,-1
135.41324,1.27256,0.1483,1
169.91267,1.52755,0.1483,1
6.49138,1.15844,0.1483,1
213.95733,-1.13609,0.14835,1
230.08269,43.89464,0.14836,-1
36.31424,-1.0434,0.14839,-1
331.35888,-0.48663,0.1484,1
204.11598,0.50576,0.14846,1
338.5279,0.96305,0.14846,-1
337.60622,0.428,0.14847,-1
333.75906,-0.91773,0.14848,-1
207.87022,0.10153,0.1485,1
142.82334,-0.10457,0.14851,1
147.69031,2.2491,0.14851,1
338.52988,0.95281,0.14853,-1
331.75322,0.71917,0.14853,1
331.85884,-0.00128,0.14856,1
142.827,-0.37046,0.14857,1
341.57404,-1.01786,0.14857,-1
162.15626,3.45528,0.14859,-1
140.1813,3.37728,0.1486,-1
187.4308,-1.49667,0.14861,-1
171.26284,3.98786,0.14862,1
193.13154,-2.2654,0.14863,1
3.25337,0.27238,0.14867,-1
340.94513,0.1137,0.14867,-1
181.1505,3.82407,0.14869,-1
247.14493,44.69672,0.14872,-1
226.18862,43.94423,0.14872,1
4.61521,-0.15615,0.14872,-1
332.09892,0.95157,0.14872,-1
350.69198,0.5323,0.14872,1
153.8472,3.17527,0.14873,1
165.22624,4.43198,0.14873,1
337.52292,-0.37793,0.14873,-1
220.98867,-1.14342,0.14874,1
20.89639,0.89046,0.14874,1
207.19966,-0.44703,0.14875,-1
351.16222,-0.71794,0.14875,-1
205.37361,-1.20723,0.14879,-1
142.36437,1.55095,0.14879,1
32.67109,1.55382,0.14879,1
154.42018,0.52783,0.14882,-1
141.8596,1.20687,0.14883,-1
142.15105,0.46582,0.14884,-1
169.83493,3.74048,0.14886,1
351.48506,0.19691,0.14886,1
189.71925,2.77466,0.14888,-1
213.9264,-1.11407,0.1489,1
340.7687,0.67746,0.1489,-1
143.95632,1.96467,0.14892,-1
340.83199,-0.14002,0.14892,-1
338.82053,0.37256,0.14894,1
192.97052,1.10689,0.14895,1
341.65719,0.90619,0.14896,-1
352.82034,0.35613,0.14897,-1
206.33403,-2.16825,0.14899,-1
165.17771,4.40758,0.149,1
8.92783,0.79312,0.149,1
130.55873,2.70672,0.14901,1
337.79057,0.08222,0.14902,1
35.48096,-1.2631,0.14904,1
335.06752,-1.0041,0.14904,1
181.0881,0.97772,0.14905,-1
7.72669,-0.30234,0.14905,1
208.48711,-2.16524,0.14906,1
150.18148,3.80273,0.14907,1
337.89185,0.33195,0.14907,1
351.20969,1.03431,0.14907,1
191.19488,-0.97275,0.1491,1
334.87692,-1.06463,0.1491,-1
207.4768,1.71349,0.14914,-1
229.42813,44.48152,0.14914,-1
161.26956,2.14287,0.14919,-1
337.63286,-0.33372,0.1492,-1
333.12834,0.96009,0.1492,1
219.97045,-0.32372,0.14921,-1
332.45807,1.14831,0.14922,1
233.63727,43.11933,0.14923,-1
140.19346,3.43467,0.14923,1
332.83083,0.33984,0.14924,-1
164.88122,2.23213,0.14925,1
233.41609,44.048,0.14933,-1
37.65068,0.76796,0.14935,-1
191.989,1.40984,0.14936,-1
342.16449,2.53192,0.14936,-1
216.72787,0.16664,0.14937,-1
185.48098,0.32929,0.14937,1
208.02124,-2.42616,0.14943,-1
358.85278,0.17615,0.14943,1
157.30631,2.63602,0.14944,1
143.85052,2.0861,0.14945,1
214.45886,-0.9838,0.1495,1
334.65947,-0.28706,0.1495,-1
162.48342,-0.47077,0.14951,-1
232.38587,42.80774,0.14954,1
164.79797,4.40706,0.14955,-1
162.8758,2.29898,0.14955,1
206.69664,0.35559,0.14959,-1
146.20468,2.54977,0.14959,1
337.22237,-0.64753,0.1496,-1
349.49108,0.99721,0.14961,1
213.41701,-2.16462,0.14963,1
178.69921,1.47363,0.14965,-1
351.16899,0.15745,0.14965,-1
139.82874,5.56432,0.14967,1
205.89831,-0.6,0.14968,1
3.26965,1.6111,0.14968,-1
140.07656,5.4687,0.14969,-1
187.85862,0.67166,0.14969,-1
338.66381,0.8028,0.14969,-1
350.45297,-0.08698,0.14969,-1
212.98189,0.108,0.1497,-1
200.15666,1.64059,0.14973,-1
34.33356,-0.76594,0.14973,-1
230.63776,43.9127,0.14974,-1
142.05859,0.35783,0.14974,1
350.11185,0.5273,0.14974,-1
331.81513,0.01277,0.14978,1
196.56902,4.90385,0.14979,-1
335.83301,-0.20307,0.1498,-1
332.33092,1.19272,0.14983,-1
359.07997,0.42423,0.14983,1
338.21477,0.59321,0.14984,-1
351.00273,-0.41906,0.14986,-1
239.72145,43.70666,0.14987,-1
227.55655,44.4123,0.14988,-1
207.38804,-1.05955,0.14989,-1
350.07321,0.01897,0.14989,-1
37.59503,0.53957,0.1499,-1
162.91829,4.20578,0.14991,-1
212.6867,0.64921,0.14991,-1
37.30578,0.55913,0.14991,-1
350.00074,0.62687,0.14992,-1
144.61398,0.11134,0.14994,-1
340.00567,0.21584,0.14995,1
161.65231,2.33496,0.14996,-1
35.76033,-0.26611,0.14996,1
157.89314,2.9416,0.14997,1
222.04786,1.99122,0.14999,-1
37.18986,0.92785,0.14999,-1
234.2632,43.34402,0.15,1
218.30968,42.34788,0.15002,-1
143.4336,-0.04332,0.15006,1
232.82463,43.45645,0.15007,-1
160.90537,3.71188,0.1501,1
198.54322,1.65955,0.15012,1
335.96859,-0.86029,0.15012,-1
145.14707,2.39679,0.15015,-1
217.92065,0.92837,0.15016,-1
161.6262,-0.26976,0.15021,-1
161.10901,0.2854,0.15022,-1
209.73035,-2.32505,0.15022,1
178.80672,3.04995,0.15024,1
2.17026,0.8255,0.15024,-1
341.5445,5.17435,0.15026,1
189.92391,0.18449,0.15027,-1
219.35911,1.21056,0.15028,1
350.8167,-0.38418,0.15028,1
165.93207,3.67294,0.15029,-1
181.2378,3.71821,0.15031,1
160.70513,3.36997,0.15033,-1
158.17862,-0.5038,0.15033,1
3.78717,0.64538,0.15039,1
218.32066,0.95868,0.15043,1
145.16045,-0.65548,0.15044,-1
178.19791,-1.99193,0.15044,1
169.46267,1.8033,0.15045,-1
148.59002,0.15325,0.15046,-1
351.06368,-0.65319,0.15047,1
200.05679,2.4404,0.15048,-1
161.00304,3.62858,0.15049,-1
358.44738,-0.72861,0.15049,-1
37.45747,0.72474,0.1505,-1
144.86275,0.27145,0.15051,1
334.04888,0.63172,0.15051,-1
230.52358,42.23541,0.15052,1
3.18481,0.32607,0.15053,1
190.89598,2.94163,0.15054,-1
220.34923,-0.96783,0.15054,1
141.71072,1.0156,0.15057,-1
214.20024,-0.18676,0.15057,-1
157.58399,4.0805,0.15057,1
216.33577,44.31473,0.15058,-1
164.1171,4.79698,0.15058,1
338.80425,0.43471,0.15058,-1
232.675,43.21984,0.15059,1
172.94427,4.86796,0.1506,-1
215.73622,43.65519,0.1506,-1
162.21222,2.815,0.15062,-1
214.95783,44.36951,0.15062,-1
138.47545,3.03585,0.15062,1
33.19674,-0.98061,0.15062,1
144.04804,2.43858,0.15063,-1
162.21154,3.20842,0.15063,-1
16.34785,0.93573,0.15064,-1
216.05788,0.11605,0.15066,1
352.46847,-0.07014,0.15066,1
144.91368,0.10262,0.15067,-1
170.03939,4.13637,0.15067,-1
140.78187,5.3163,0.15067,1
160.88749,0.86752,0.15068,-1
188.56606,2.25125,0.15068,-1
164.18933,4.80103,0.15069,-1
338.45274,-0.02451,0.15069,-1
161.63515,-0.85575,0.1507,-1
216.49054,-0.37193,0.15072,-1
216.86611,-0.26592,0.15072,-1
3.73552,1.13989,0.15072,1
199.39855,-0.44652,0.15073,-1
217.55689,1.90539,0.15075,-1
351.91051,0.0549,0.15075,-1
185.15308,3.02835,0.15076,-1
335.60001,-0.07107,0.15077,-1
354.5427,0.91681,0.15077,-1
141.07116,1.46178,0.15078,1
129.01001,3.19895,0.1508,1
338.78677,0.29675,0.1508,1
164.88218,2.3929,0.15083,-1
349.17309,0.94439,0.15083,1
218.25078,1.24719,0.15085,1
218.94994,1.65964,0.15086,1
348.28526,1.25391,0.15087,1
331.00643,-0.29885,0.1509,-1
358.71332,0.95728,0.1509,-1
197.17203,4.4537,0.15092,-1
169.5015,2.66686,0.15093,-1
228.65512,43.59359,0.15093,1
228.79536,43.03259,0.15094,-1
351.52327,1.02084,0.15094,-1
157.60877,3.8604,0.15096,-1
338.37059,-0.10986,0.15096,1
182.78701,1.73927,0.15101,1
169.50271,0.40111,0.15102,1
144.36076,0.30392,0.15103,1
167.99581,1.6512,0.15108,-1
217.43471,0.40229,0.15109,1
144.93159,0.87325,0.15111,-1
155.22814,2.81821,0.15111,-1
332.28103,1.07621,0.15113,1
212.98346,0.11183,0.15114,-1
206.75391,1.13435,0.15115,1
36.45608,1.27254,0.15115,-1
221.66958,2.67544,0.15116,-1
233.03842,43.23803,0.15116,-1
131.27345,2.26866,0.15116,1
224.65575,-1.65774,0.15116,1
352.1912,-0.96256,0.15117,1
162.65544,3.92434,0.15119,-1
331.44394,0.15894,0.15121,1
189.76107,-0.36044,0.15123,1
206.45936,-1.8513,0.15123,1
19.95855,-0.145,0.15123,1
178.95373,4.2745,0.15125,-1
152.50581,-0.19795,0.15126,-1
148.50126,2.06756,0.1513,1
163.18919,2.53727,0.15131,1
232.48595,43.09081,0.15131,1
330.67344,-0.66217,0.15133,-1
169.85716,1.86342,0.15134,-1
173.38816,-1.27079,0.15136,-1
148.56943,2.38125,0.15136,1
134.72774,0.19264,0.15139,1
30.76809,0.73205,0.15142,1
358.92418,0.86175,0.15143,1
157.97706,3.66574,0.15147,1
16.07423,1.19225,0.15147,1
179.9559,-0.50102,0.15148,1
346.38626,-0.71768,0.15148,-1
187.41911,0.49906,0.15149,1
135.18741,4.83445,0.1515,-1
224.05966,43.54051,0.15152,-1
134.85931,2.09201,0.15153,-1
160.77198,3.56801,0.15155,-1
18.11107,-0.30328,0.15155,1
187.47634,0.73631,0.15156,-1
215.26671,0.4512,0.15156,-1
351.49652,1.03823,0.15156,-1
214.95837,-0.50834,0.15158,-1
161.90609,-0.23486,0.15159,1
158.6133,4.46378,0.15162,1
16.18776,0.29298,0.15162,-1
338.35681,0.73701,0.15162,1
351.86348,-0.64104,0.15162,1
188.88828,4.21981,0.15164,-1
223.16882,43.842,0.15167,1
181.05185,-0.07126,0.1517,-1
173.88782,-1.35117,0.15171,-1
181.04528,3.73958,0.15171,-1
178.49318,-0.47532,0.15172,-1
224.85261,-1.87813,0.15172,1
4.71172,1.16891,0.15172,1
332.06093,0.88088,0.15172,1
15.88773,-0.62451,0.15175,1
161.37604,4.31149,0.1518,1
228.62082,43.01281,0.15181,-1
346.04348,0.9545,0.15182,-1
35.78213,1.19767,0.15184,-1
189.52038,3.00082,0.15186,-1
216.41036,1.43414,0.15186,-1
198.65145,0.06656,0.15187,-1
206.78834,1.66468,0.15187,-1
160.83076,3.50777,0.15188,-1
198.59937,0.03379,0.15188,-1
168.66311,3.32056,0.15191,-1
210.97407,-1.09627,0.15192,1
190.56049,-1.85229,0.15193,-1
330.34186,-0.73452,0.15195,-1
330.67598,-0.43719,0.15198,1
8.11471,-0.3113,0.15204,-1
332.02446,0.69302,0.15204,1
169.85468,4.34746,0.15207,1
216.64363,1.33196,0.1521,-1
216.82205,43.93459,0.15214,-1
5.06564,0.81186,0.15216,1
161.7373,2.86929,0.15217,-1
180.98036,-0.21146,0.15225,1
4.48286,-0.67429,0.15232,1
130.99665,1.19127,0.15236,1
334.26687,-1.15269,0.15236,-1
358.48713,1.13504,0.15236,-1
353.85359,0.57487,0.15239,1
225.60224,3.40111,0.15241,-1
137.37189,-0.58039,0.15242,-1
220.76943,-0.65151,0.15242,-1
157.51604,4.33439,0.15243,1
31.9678,-0.40953,0.15248,-1
169.23427,1.20276,0.1525,-1
33.79275,-0.47635,0.15252,-1
181.04222,-0.1249,0.15253,1
220.99648,-2.27166,0.15253,1
31.95195,-0.39437,0.15255,1
152.90161,1.28818,0.15256,1
180.78784,4.46308,0.15259,1
16.36638,-0.11637,0.15263,1
232.13476,42.11348,0.15264,1
343.3112,0.37353,0.15267,-1
157.55212,4.72511,0.15268,1
189.91257,3.18193,0.15271,-1
332.39683,0.85914,0.15271,1
22.99287,0.77114,0.15272,-1
171.75277,0.84359,0.15273,-1
30.40576,-0.05648,0.15276,-1
243.52746,42.06141,0.1528,-1
152.28816,4.09588,0.15281,1
131.78493,2.47977,0.15284,-1
160.30078,2.37314,0.15286,1
169.49718,1.76693,0.15287,-1
220.32153,-1.02008,0.15289,-1
184.93068,-1.97697,0.15289,1
333.26189,2.14484,0.15289,-1
333.26189,2.14484,0.15289,1
219.60534,2.57794,0.15291,1
0.93638,-0.31925,0.15291,-1
162.77037,-0.66335,0.15297,1
169.38958,3.09193,0.15301,1
158.41261,3.78376,0.15302,-1
348.70116,-1.09303,0.15302,1
148.55923,-0.76022,0.15304,-1
152.77138,-0.38679,0.15306,-1
4.86057,0.71469,0.15311,-1
222.74147,43.58246,0.15312,-1
162.42492,3.5525,0.15314,1
336.99184,1.40179,0.15314,-1
140.66554,3.81017,0.15315,1
349.02926,-1.23568,0.15315,1
158.54098,3.11393,0.15318,1
224.26615,3.1557,0.15319,1
337.95825,-0.85248,0.1532,1
144.61012,2.5722,0.15322,1
338.11927,-0.67475,0.15323,-1
337.30302,0.7279,0.15324,-1
16.17283,-0.82611,0.15326,1
339.88969,0.56082,0.1533,1
3.16266,1.2176,0.15331,-1
337.98574,-0.9566,0.15333,1
145.33126,-0.54205,0.15335,-1
157.0149,4.4204,0.15335,-1
226.16068,42.92261,0.15335,1
218.33875,3.81981,0.15339,1
358.08335,0.56009,0.1534,1
358.69265,0.32214,0.1534,1
