RA,Dec,z,direction_cw_ccw
187.80399,4.10075,0.06961,-1
346.49815,0.6739,0.06962,1
216.6718,44.07222,0.06963,-1
187.96329,4.81635,0.06966,1
346.4259,-0.08136,0.06967,1
341.3914,-1.2274,0.06969,1
353.22557,-0.10525,0.06969,1
138.58092,4.26347,0.06972,-1
141.25539,1.89047,0.06972,1
215.8815,42.3602,0.06973,1
152.38567,-0.23738,0.06974,1
223.72423,3.80258,0.06974,1
136.25363,0.86932,0.06975,1
355.78429,-0.18693,0.06977,-1
152.35986,1.28078,0.06979,1
141.54585,1.01138,0.06982,-1
147.12832,0.36922,0.06984,-1
153.86701,0.46025,0.06984,-1
138.36794,4.80066,0.06985,1
184.70616,-1.23696,0.06989,-1
195.64581,3.21464,0.06989,-1
198.63198,2.2378,0.0699,1
216.10175,41.93322,0.06992,1
2.38627,-1.20611,0.06992,-1
341.95081,1.45406,0.06992,1
132.59046,1.08403,0.06993,-1
131.15067,0.45937,0.06998,-1
181.32206,3.7849,0.06998,1
211.22986,-0.36817,0.06999,-1
346.46614,0.76618,0.06999,-1
174.32806,4.27411,0.07,1
225.96437,0.27858,0.07,1
356.46398,0.36659,0.07003,1
170.15723,2.56274,0.07005,-1
216.51406,43.55265,0.07006,-1
209.28863,-0.64413,0.07007,1
353.76757,-0.19057,0.07007,1
181.77464,3.68252,0.07008,-1
7.44618,0.16117,0.07008,1
178.24563,4.68041,0.07009,1
184.44056,-1.19927,0.07009,1
213.30287,-0.7522,0.07009,1
137.40513,0.31613,0.0701,-1
217.39012,43.38387,0.0701,1
180.69637,-2.15563,0.07011,-1
193.16786,2.17737,0.07012,-1
193.41309,2.71848,0.07012,-1
187.47638,4.83138,0.07012,1
137.42007,-0.46622,0.07013,-1
184.55275,0.8365,0.07014,-1
2.82672,-1.24292,0.07015,1
147.35694,4.78628,0.07016,-1
183.55302,-1.26352,0.07016,-1
181.93732,-2.13996,0.07016,1
193.1535,3.17642,0.07016,1
213.14733,-0.66179,0.07016,1
18.56857,0.99333,0.07016,1
187.46303,4.44852,0.07018,1
223.78014,3.73687,0.07019,-1
140.99074,0.30266,0.0702,-1
213.15838,-1.43968,0.07021,1
170.24579,2.53921,0.07022,1
140.85431,1.98687,0.07023,-1
357.33516,0.37091,0.07023,-1
224.37331,1.35218,0.07025,-1
193.01163,0.46901,0.07026,-1
213.33323,-1.02676,0.07027,1
137.41787,-0.10809,0.07029,1
208.63431,0.88522,0.07029,1
142.87553,0.64378,0.07031,-1
158.93899,4.23411,0.07033,1
168.41724,-0.77334,0.07034,-1
135.42748,1.05155,0.07034,1
135.18444,5.00252,0.07036,-1
135.41587,4.8234,0.07036,-1
142.43062,-0.30449,0.07036,-1
137.34819,0.33421,0.07037,-1
184.37995,-0.80955,0.07039,1
204.92127,-1.81843,0.0704,1
211.15817,-0.17634,0.07041,1
224.17853,3.22496,0.07041,1
353.09729,-0.17573,0.07041,1
149.42088,2.07097,0.07043,-1
16.52888,0.13706,0.07044,1
355.37532,-0.06275,0.07045,-1
193.47723,-0.23218,0.07046,1
167.43795,1.64276,0.07047,-1
238.72202,44.54878,0.07047,-1
184.23602,-0.85196,0.07049,1
356.92201,-0.13093,0.07049,-1
136.10907,-0.14451,0.0705,-1
163.53977,4.71202,0.0705,1
140.99439,0.27043,0.07051,-1
141.12203,0.60347,0.07051,1
347.77896,0.44554,0.07051,1
238.74636,42.10536,0.07054,1
135.39793,1.15708,0.07055,-1
232.54488,44.77205,0.07055,-1
347.81302,0.52599,0.07056,-1
207.20406,0.35279,0.07057,1
148.05706,2.18212,0.07059,-1
149.08909,1.99852,0.07059,-1
348.15418,0.4804,0.07059,1
221.42307,1.02239,0.0706,1
37.58068,-0.86418,0.07061,-1
134.56502,-0.48831,0.07066,-1
156.26147,2.85253,0.07067,1
136.27205,3.85159,0.07068,-1
197.25723,1.44351,0.07068,1
204.61909,-1.1128,0.07068,1
216.61814,43.18542,0.07068,1
348.29965,0.67034,0.07069,-1
197.05527,1.54817,0.0707,1
216.89235,43.66902,0.0707,1
141.29325,1.90928,0.07071,1
144.11042,1.41056,0.07072,-1
216.0498,44.07647,0.07072,1
36.87684,0.1829,0.07072,-1
159.73146,4.85167,0.07073,1
218.95425,42.53924,0.07075,-1
357.89608,-0.9054,0.07077,-1
9.73436,0.09597,0.07078,-1
194.02362,3.64799,0.07079,1
207.90272,1.1442,0.07079,1
347.53323,0.25037,0.07079,-1
210.05425,1.67652,0.07081,-1
206.47729,2.03827,0.07081,1
218.80077,42.77937,0.07081,1
247.9634,42.44977,0.07081,1
4.28464,0.78909,0.07081,1
232.83743,44.57744,0.07082,-1
225.16385,1.03096,0.07083,-1
224.31428,4.02723,0.07084,-1
187.19091,4.87505,0.07084,1
357.94128,-0.94566,0.07085,-1
348.23178,-0.90694,0.07086,-1
206.51423,-0.20718,0.07087,-1
135.89725,1.35348,0.07088,-1
184.62241,3.77473,0.07088,1
239.12112,43.25916,0.07088,1
344.85231,1.85156,0.07089,1
15.45562,-0.08334,0.0709,-1
357.61805,-0.8483,0.0709,-1
148.4755,2.96389,0.07091,-1
161.04472,3.72322,0.07091,-1
5.72156,1.26574,0.07091,-1
347.34946,0.24546,0.07091,-1
181.99386,-1.9059,0.07092,1
348.17688,-1.22841,0.07096,1
141.99879,-0.3802,0.07098,-1
225.01697,-1.45717,0.071,1
350.67877,-1.09794,0.071,1
212.35764,-0.33518,0.07102,-1
143.83224,1.16944,0.07102,1
207.02455,0.69815,0.07102,1
153.47318,-0.31889,0.07103,1
168.22129,3.36417,0.07103,1
348.20983,-0.61852,0.07103,-1
193.47321,-0.78704,0.07105,1
140.37976,1.57517,0.07106,-1
216.57645,43.79304,0.07106,1
241.37428,44.62077,0.07106,1
184.04455,-0.8091,0.07107,1
147.68506,2.17691,0.07108,-1
340.82121,1.15578,0.07108,1
161.74294,4.82388,0.07109,1
9.58842,0.10561,0.07109,-1
340.73572,1.08782,0.07109,-1
187.55728,4.00627,0.07111,-1
215.68184,44.40835,0.07111,-1
204.41283,-1.10184,0.07112,1
218.58147,43.70896,0.07112,1
248.61905,44.01213,0.07114,-1
168.2337,1.89207,0.07115,1
184.28629,-0.02665,0.07115,1
190.47387,-1.65906,0.07115,1
153.8753,1.02188,0.07116,-1
190.28233,0.31922,0.07116,1
218.69989,42.83751,0.07118,-1
232.76107,44.55975,0.07119,1
247.88787,42.58587,0.0712,-1
161.86204,4.00641,0.07121,1
339.36532,2.20216,0.07121,1
136.59267,1.0042,0.07122,-1
226.1742,-0.58898,0.07122,-1
161.07658,3.59196,0.07122,1
342.65176,1.21978,0.07122,1
351.05786,-1.02327,0.07122,1
343.83884,1.18842,0.07124,-1
166.56562,-0.18207,0.07126,1
2.77028,0.24441,0.07126,-1
357.9134,1.00922,0.07126,1
200.35977,0.9052,0.07128,1
222.51,-2.33537,0.07129,-1
187.92977,-2.05134,0.07131,1
212.35884,-0.86977,0.07132,1
208.0631,1.21464,0.07134,-1
193.02705,-0.51045,0.07134,1
208.81454,0.05867,0.07135,-1
189.84123,4.04872,0.07136,1
241.06339,41.93471,0.07136,1
153.37615,3.12074,0.07139,1
170.72782,1.17946,0.07139,1
141.02656,4.62375,0.07141,-1
248.74447,42.80922,0.07143,1
184.4971,-0.3331,0.07144,-1
157.43953,3.8769,0.07144,1
218.2288,1.41838,0.07145,-1
161.102,4.74841,0.07147,-1
3.4162,1.09702,0.07147,-1
37.82788,-0.16599,0.07147,1
190.28186,-1.36775,0.07148,-1
249.65182,44.10162,0.07148,-1
206.54502,2.15277,0.07149,1
187.53172,-1.15968,0.0715,-1
149.38448,2.66725,0.07151,-1
196.24445,-0.38096,0.07151,-1
238.40285,43.49901,0.07151,1
176.21723,-1.79417,0.07152,1
248.07527,41.93694,0.07153,-1
161.74295,4.5676,0.07154,1
354.776,-0.43753,0.07154,-1
343.50785,1.1105,0.07154,1
158.66176,3.00566,0.07155,1
206.28896,-1.26371,0.07155,1
217.27119,43.2739,0.07156,-1
36.90799,0.50636,0.07156,-1
213.62268,-0.64042,0.07157,-1
140.30928,5.43713,0.07157,1
187.49122,-1.69759,0.07157,1
36.04265,-1.07882,0.07158,1
145.87446,-0.60874,0.07159,-1
135.18155,1.37551,0.07159,1
167.33377,-0.11537,0.0716,1
155.91135,2.27985,0.07161,1
153.01129,1.20758,0.07162,-1
247.54497,42.28433,0.07164,-1
2.79687,0.25733,0.07164,-1
183.60693,1.85556,0.07165,-1
190.38015,-1.27425,0.07165,1
357.55639,-0.7824,0.07169,-1
2.29124,-0.61815,0.07169,1
161.48818,3.43417,0.07171,1
161.08416,4.29494,0.07172,-1
221.41487,-2.12117,0.07172,-1
19.87015,1.11981,0.07172,1
187.50074,-2.17469,0.07173,-1
134.75691,1.2562,0.07174,-1
38.26012,-0.42201,0.07175,-1
358.84771,1.11668,0.07175,1
168.31192,1.70975,0.07177,1
167.66013,-0.04251,0.0718,-1
170.77271,0.86088,0.0718,-1
206.41237,2.04916,0.0718,-1
206.45256,2.02838,0.0718,-1
203.91155,-0.92004,0.07181,1
242.07844,42.68243,0.07182,1
158.81998,2.86527,0.07183,-1
342.90001,1.18075,0.07183,-1
358.65347,0.88771,0.07183,-1
340.82059,1.02119,0.07184,-1
207.07255,-0.16756,0.07186,-1
145.1649,2.16506,0.07186,1
168.35083,2.72448,0.07186,1
178.74185,-0.39208,0.07187,1
37.61751,0.44236,0.07187,-1
16.32436,-0.59492,0.07188,1
160.88701,1.01912,0.07189,-1
218.7264,42.83944,0.07191,1
159.65033,4.92267,0.07193,1
332.99636,-0.86635,0.07195,-1
207.97428,1.07906,0.07196,1
161.1682,3.94109,0.07199,-1
218.62973,0.69242,0.07199,1
240.81472,42.46297,0.072,-1
19.94681,1.06807,0.072,-1
205.93942,0.4667,0.07204,-1
221.23949,-1.87347,0.07204,1
219.67784,-1.0039,0.07206,1
185.22446,-1.33885,0.07208,1
225.58253,-2.29794,0.07208,1
354.20445,0.24663,0.07208,-1
219.80699,-0.92613,0.07209,1
357.64647,-0.96791,0.07209,1
155.67922,2.09795,0.0721,1
185.25116,-1.37018,0.0721,1
248.40707,42.98687,0.0721,1
220.22574,-1.22722,0.07211,1
37.82621,0.54485,0.07211,-1
178.71854,4.26997,0.07212,1
188.33364,-0.16803,0.07212,1
158.56535,3.37336,0.07213,-1
189.73072,-0.46829,0.07215,-1
172.05196,1.52595,0.07218,1
209.6228,1.56286,0.07218,1
189.88139,-0.19638,0.07219,-1
135.38477,4.9158,0.07219,1
354.48522,0.14182,0.07219,-1
196.56666,2.58122,0.07221,-1
31.39991,0.781,0.07221,-1
197.83742,0.0617,0.07222,-1
161.2404,4.51549,0.07223,-1
170.58796,1.12267,0.07223,-1
169.8166,0.54489,0.07223,1
245.49282,43.21932,0.07223,1
343.27651,-0.28537,0.07223,-1
341.05812,0.81877,0.07224,-1
206.26719,1.9985,0.07225,-1
190.97456,0.16674,0.07226,1
219.60488,-0.67843,0.07226,1
154.31313,1.36335,0.07228,-1
218.58054,-1.73643,0.07228,-1
207.22737,-2.09155,0.07229,-1
161.16026,3.85139,0.07229,1
188.81276,-0.29914,0.07229,1
198.05017,-1.71983,0.07229,1
143.19727,3.11051,0.0723,-1
142.92819,0.59357,0.0723,1
34.58656,-0.17808,0.0723,1
148.29955,4.14328,0.07231,1
172.68005,0.68038,0.07232,1
2.40119,-0.46616,0.07234,-1
168.57503,-0.46452,0.07235,-1
160.28991,4.041,0.07236,1
162.11877,4.73846,0.07237,1
192.21584,4.72405,0.07238,-1
186.73498,-1.20007,0.07238,1
214.58418,1.48337,0.07239,-1
158.03909,1.86103,0.07239,1
187.6144,-1.43173,0.07239,1
162.58581,2.41968,0.0724,1
186.77542,5.03397,0.07241,-1
189.41568,-0.82249,0.07242,-1
168.45426,-0.6175,0.07243,-1
171.28285,0.41345,0.07243,-1
248.54101,44.5251,0.07243,-1
22.74999,0.66322,0.07243,-1
190.80171,-2.00324,0.07245,-1
199.20891,1.88425,0.07246,-1
4.76324,0.11645,0.07247,-1
143.03334,-0.30602,0.07248,-1
158.67842,3.02022,0.07249,-1
189.75134,0.06978,0.07249,1
219.3992,-1.31616,0.07249,1
198.34501,0.9924,0.0725,-1
183.38176,2.38318,0.0725,1
187.11135,-1.12885,0.0725,1
343.35707,-0.57101,0.0725,1
191.31214,1.30393,0.07252,1
19.37185,0.67127,0.07252,-1
155.52454,2.31297,0.07253,-1
36.84038,-1.11811,0.07256,1
173.56765,1.31297,0.07257,-1
162.55563,-0.20154,0.07257,1
194.20793,3.84541,0.07257,1
183.80073,2.98027,0.07259,-1
167.9821,0.41039,0.07261,-1
190.67304,3.69774,0.07261,-1
139.43816,4.72377,0.07262,-1
213.81707,52.08231,0.07263,-1
168.53064,-0.00863,0.07266,-1
199.05145,2.9083,0.07267,1
35.78915,-0.34644,0.07267,1
249.5528,44.6137,0.07269,-1
225.02612,-0.99913,0.0727,-1
155.6083,1.9747,0.0727,1
1.85088,-0.51118,0.07271,1
173.50336,1.47909,0.07272,1
236.48444,44.11594,0.07274,-1
31.27329,0.99636,0.07274,1
190.37863,3.92494,0.07276,1
235.55913,44.03942,0.07277,1
168.56368,0.04727,0.07278,-1
216.13139,-0.53517,0.07278,1
162.763,4.59402,0.07279,1
199.12038,1.66672,0.0728,-1
219.89338,1.52409,0.0728,-1
149.84498,-0.01643,0.0728,1
160.05795,4.39675,0.07281,-1
216.24715,42.96851,0.07281,-1
234.57287,44.67925,0.07281,-1
248.60029,43.39255,0.07281,1
170.66355,0.7205,0.07283,1
173.24476,-1.85513,0.07284,-1
36.01069,-1.124,0.07284,-1
1.86135,-0.70599,0.07285,1
149.7635,0.03706,0.07287,1
9.1898,0.24458,0.07287,1
247.11631,43.93338,0.0729,-1
177.12383,5.22458,0.07291,-1
185.37704,5.14342,0.07291,-1
218.00789,-1.97704,0.07291,-1
154.6834,1.90974,0.07291,1
159.36523,2.08942,0.07292,-1
331.53232,-1.23681,0.07296,1
160.13668,4.07202,0.07297,1
201.35691,-0.84558,0.07298,1
233.27754,43.35991,0.07298,1
195.99552,2.10385,0.07299,1
37.49312,0.70613,0.07299,-1
37.92748,1.18712,0.07299,1
184.51444,3.81743,0.073,-1
183.36288,2.63554,0.07301,-1
185.22845,-1.27411,0.07302,1
202.42283,-0.96296,0.07302,1
6.15516,1.0554,0.07302,1
171.44014,1.6658,0.07303,-1
145.47816,3.35267,0.07304,-1
213.66404,52.33295,0.07304,-1
163.74253,-0.36932,0.07305,-1
158.74829,3.398,0.07307,-1
208.28997,-1.22088,0.07308,1
155.57346,1.9113,0.07309,1
189.99463,4.01602,0.07309,1
358.8059,0.04144,0.07309,-1
221.04202,1.73389,0.0731,-1
131.3979,2.45594,0.07311,-1
221.58395,43.16952,0.07311,1
217.18112,-1.69686,0.07312,-1
199.98385,-1.15387,0.07314,-1
216.61776,-0.57027,0.07317,-1
142.01174,1.49747,0.07317,1
188.80323,3.00082,0.07318,-1
340.27229,-1.02624,0.07318,-1
36.63952,0.74766,0.07319,1
147.4501,0.75809,0.0732,-1
168.03763,1.32979,0.0732,1
180.12334,-1.29329,0.07321,-1
172.67876,1.07476,0.07321,1
245.8907,43.49325,0.07325,-1
6.60273,1.06869,0.07325,1
359.22687,0.76563,0.07325,1
172.68495,0.81772,0.07326,1
205.68072,0.76566,0.07327,1
35.9601,0.69938,0.07329,-1
217.60126,-2.0329,0.0733,1
216.88348,-0.60728,0.07331,-1
172.13867,1.35971,0.07331,1
37.94087,1.16213,0.07331,-1
161.02456,4.40471,0.07332,1
232.99574,44.17032,0.07336,-1
217.0287,-1.10072,0.07336,1
349.46832,0.94284,0.07336,-1
185.54665,-0.14572,0.07339,-1
330.41618,-0.73667,0.0734,-1
35.70283,0.49464,0.07341,-1
149.64387,0.06888,0.07342,-1
233.75534,42.58794,0.07342,1
225.28219,-0.4412,0.07343,1
1.92176,-0.69592,0.07344,1
144.39234,3.03979,0.07345,1
170.51615,-1.01154,0.07345,1
224.04957,43.44146,0.07346,1
35.76087,-0.14219,0.0735,1
330.0117,1.17458,0.07351,-1
36.43844,0.60934,0.07351,1
199.58967,0.34895,0.07352,-1
206.78308,-1.56576,0.07352,-1
130.24505,2.04254,0.07354,1
164.19003,-0.87839,0.07356,-1
170.88894,1.9995,0.07356,1
184.02927,0.59439,0.07356,1
39.00428,2.1657,0.07356,1
176.69965,-1.88292,0.07357,1
1.92031,-0.78762,0.07357,1
173.12968,2.25149,0.0736,-1
173.77275,1.21193,0.0736,-1
213.04142,52.8046,0.0736,-1
1.85459,-0.86285,0.07361,-1
15.93437,-1.15771,0.07361,-1
164.81104,-0.69273,0.07362,-1
171.86915,-1.597,0.07362,1
221.28307,44.33291,0.07363,-1
17.07881,-0.43421,0.07365,1
340.4675,0.51178,0.07365,1
157.34068,4.00851,0.07366,-1
340.56789,0.53262,0.07366,1
358.93491,-0.89896,0.07366,1
173.00669,3.8633,0.07368,-1
1.5163,-0.72696,0.07368,-1
153.024,3.95604,0.07369,-1
171.45492,0.09773,0.07369,1
187.47074,3.31421,0.07369,1
166.6489,-0.69963,0.07373,-1
183.96508,1.48885,0.07373,-1
188.6837,3.75178,0.07373,-1
183.32336,3.06381,0.07374,-1
175.06022,-1.52606,0.07374,1
21.59562,-0.16441,0.07374,-1
199.84682,1.58192,0.07376,1
173.22364,3.9636,0.07377,1
155.02121,3.66708,0.07378,-1
158.65952,-0.85266,0.07378,-1
210.27184,-1.14171,0.07379,-1
170.53856,-0.52729,0.0738,-1
209.93733,-1.88065,0.07383,-1
158.57939,3.40652,0.07383,1
161.1616,4.51341,0.07384,-1
168.85912,2.13161,0.07384,-1
209.73613,-2.203,0.07386,-1
213.62892,52.43628,0.07386,-1
184.80321,0.60497,0.07387,-1
173.26535,2.41111,0.07387,1
234.88164,44.62709,0.07388,1
20.16553,-0.46555,0.07388,-1
166.98803,-0.55688,0.07389,-1
215.59005,-0.17694,0.07389,-1
204.24258,0.44307,0.0739,1
173.48299,1.63687,0.07391,-1
213.13797,2.99219,0.07391,1
168.122,0.91478,0.07392,1
180.51721,4.50394,0.07393,-1
185.71979,1.03473,0.07393,-1
211.28183,-1.04139,0.07393,-1
38.43079,0.96373,0.07393,-1
164.22426,4.87122,0.07394,-1
183.18617,-0.36754,0.07394,-1
16.96448,-0.38271,0.07395,-1
34.64448,1.26625,0.07395,1
171.19257,4.92375,0.07398,-1
174.07233,1.29593,0.07399,-1
236.32864,43.39485,0.074,-1
158.08128,3.72635,0.07401,1
37.49307,-0.57055,0.07401,1
221.73955,44.21529,0.07402,1
206.0232,-2.0641,0.07403,1
342.61679,0.39346,0.07404,1
171.00595,-1.42491,0.07405,1
141.78781,0.27837,0.07406,1
170.8652,-0.99846,0.07411,-1
19.97204,-0.22819,0.07411,-1
159.88106,2.34108,0.07412,-1
155.6329,2.41065,0.07412,1
183.47846,2.68851,0.07412,1
199.11837,-0.96016,0.07413,1
359.71576,0.59306,0.07416,-1
359.19087,0.70196,0.07416,1
248.62124,42.90517,0.07417,-1
160.4302,-0.33547,0.07417,1
170.24208,1.48043,0.07418,1
170.86189,4.00518,0.07419,-1
235.2909,44.56151,0.0742,1
172.48173,1.43303,0.07421,-1
147.77931,0.22633,0.07422,1
160.00315,3.50849,0.07424,1
348.92618,0.2208,0.07425,1
359.59431,0.59601,0.07425,1
158.43966,3.51096,0.07426,-1
172.78661,4.01522,0.07427,1
142.17742,0.69372,0.07428,1
149.21898,0.09902,0.07429,-1
172.67623,0.09549,0.07429,-1
144.30897,4.16981,0.0743,-1
2.07078,-0.49207,0.0743,1
172.21166,2.11888,0.07432,1
183.62901,2.16688,0.07432,1
156.51222,4.24664,0.07433,-1
164.17355,4.77824,0.07434,-1
348.96315,0.23122,0.07435,1
249.44541,44.36047,0.07436,-1
173.66973,2.85284,0.07436,1
344.27006,0.01894,0.07438,-1
172.95147,2.20327,0.07439,-1
199.37922,-0.90377,0.07439,-1
168.23437,1.46328,0.07439,1
199.85995,1.56199,0.0744,-1
2.54401,-0.31026,0.0744,1
20.43087,0.05478,0.0744,1
179.11553,4.11134,0.07441,-1
168.47138,4.97244,0.07442,-1
189.2598,4.06354,0.07443,-1
166.35986,3.2925,0.07444,-1
189.71434,1.61835,0.07445,-1
169.8961,1.71781,0.07445,1
169.00654,4.68096,0.07447,-1
346.10816,1.05581,0.07447,1
147.85775,-0.04388,0.07448,-1
156.67978,2.8858,0.07448,1
172.46805,1.80927,0.07448,1
37.50794,-0.54815,0.0745,1
184.06646,3.94603,0.07451,1
221.84011,0.61169,0.07453,-1
139.0669,-0.78207,0.07454,-1
207.93257,-2.35369,0.07455,1
171.83124,4.19924,0.07456,-1
186.15614,3.9397,0.07458,1
9.31407,0.27685,0.07458,1
155.6255,3.35462,0.07459,-1
168.31233,-0.47467,0.07459,1
213.7376,52.34364,0.0746,-1
226.03467,43.54612,0.0746,-1
167.60845,-0.27826,0.07461,-1
167.50234,-0.19543,0.07461,1
175.0493,0.75101,0.07461,1
171.65313,-0.62872,0.07462,-1
16.14309,-1.0427,0.07462,-1
206.09035,2.94195,0.07464,-1
179.88474,-0.99605,0.07465,1
209.54499,-1.812,0.07465,1
143.11067,5.23965,0.07466,-1
149.83402,3.02397,0.07466,1
350.16795,0.94045,0.07467,-1
197.35662,-0.91932,0.07468,1
173.4994,2.19414,0.07471,1
4.16297,-0.35804,0.07471,-1
168.21467,1.62848,0.07472,1
170.19268,2.04115,0.07473,1
172.58135,2.32714,0.07473,1
207.78938,-0.61696,0.07474,1
205.58964,0.73298,0.07475,-1
229.66764,43.08507,0.07475,-1
350.24663,1.2161,0.07475,1
203.09744,-0.94018,0.07477,-1
135.07611,4.5678,0.07479,-1
224.73387,44.1952,0.07479,1
173.22031,1.81401,0.0748,1
347.4369,1.01931,0.0748,1
358.95636,-0.97992,0.07482,1
148.8042,3.35758,0.07483,-1
176.37461,1.54797,0.07483,-1
229.527,42.5541,0.07483,-1
128.01818,3.94863,0.07483,1
30.69459,1.24145,0.07484,-1
189.78714,3.53772,0.07485,-1
182.95807,2.67465,0.07486,1
232.35599,42.77159,0.07487,-1
181.15235,4.19044,0.07488,-1
207.52767,-2.02397,0.07488,1
341.07449,2.04248,0.07488,-1
185.66281,4.61346,0.07489,-1
167.99164,1.54655,0.07489,1
178.55496,3.88196,0.0749,-1
169.95157,4.3493,0.07491,-1
184.34092,1.59919,0.07492,-1
157.03198,3.82724,0.07494,-1
148.08281,0.20368,0.07496,-1
175.35827,0.02243,0.07496,-1
168.02577,1.2676,0.07497,1
201.20744,-0.24873,0.07497,1
168.85557,3.31219,0.07498,1
354.51546,-0.58746,0.07498,-1
191.81966,-2.04803,0.075,-1
235.05218,44.64068,0.075,1
2.02107,-0.5204,0.075,-1
2.02107,-0.5204,0.075,1
31.07064,0.65273,0.07501,-1
142.21695,2.65808,0.07502,-1
179.23185,5.04381,0.07502,-1
163.22502,-0.68279,0.07503,-1
173.13256,1.89561,0.07503,1
176.4957,1.58829,0.07503,1
32.0833,-0.2169,0.07503,-1
206.53646,-2.25985,0.07504,-1
185.22809,3.82183,0.07506,-1
199.59455,0.65003,0.07506,1
170.26805,3.45885,0.07507,-1
189.1472,1.7903,0.07507,1
164.83612,3.83768,0.07509,1
168.89999,1.84192,0.07509,1
222.2155,0.71634,0.07509,1
172.42208,1.95297,0.0751,-1
213.85311,52.39903,0.0751,-1
354.68611,-0.29387,0.07512,1
169.32072,2.48436,0.07514,-1
197.3532,-1.0659,0.07514,-1
354.61464,-0.35607,0.07514,-1
183.99518,1.36479,0.07515,-1
175.94588,1.91197,0.07515,1
28.9796,1.11232,0.07515,1
216.32709,44.27648,0.07516,-1
169.11291,2.55777,0.07516,1
39.54762,0.74449,0.07516,-1
131.53589,2.29013,0.07517,1
30.75034,1.17453,0.07517,-1
330.76341,0.74332,0.07517,1
236.01699,43.16259,0.07518,-1
2.41336,-0.23263,0.07519,-1
30.71246,1.38835,0.07519,1
175.14774,1.62348,0.0752,-1
202.73929,-1.74169,0.0752,1
202.16681,-0.74766,0.07521,-1
209.81937,-1.63408,0.07521,-1
166.62826,4.85885,0.07521,1
355.1551,-0.80167,0.07522,-1
359.27165,-0.78747,0.07522,-1
150.3145,2.48283,0.07523,1
171.84522,2.18289,0.07524,-1
183.16217,3.75331,0.07524,-1
354.00284,0.53622,0.07524,-1
177.15485,4.18303,0.07525,-1
170.56178,1.20439,0.07525,1
2.55189,-0.1101,0.07525,-1
185.88235,2.43524,0.07526,1
169.51328,3.11404,0.07527,-1
165.54641,3.27311,0.07527,1
30.64163,1.22938,0.07527,-1
179.24579,3.66066,0.0753,-1
137.49935,4.53911,0.0753,1
139.8367,4.59341,0.0753,1
177.02331,2.54559,0.07532,-1
131.23049,2.25306,0.07533,-1
168.91133,2.33801,0.07533,-1
172.83066,1.30792,0.07533,-1
177.95357,3.15452,0.07533,-1
168.92333,3.61126,0.07534,-1
195.06831,0.60476,0.07534,1
177.94369,4.34101,0.07535,-1
178.26919,4.31755,0.07535,-1
180.48134,0.59048,0.07536,1
169.12395,-0.86719,0.07537,-1
236.92989,42.62697,0.07537,1
359.63837,0.58154,0.07538,-1
174.99354,2.08614,0.07539,-1
203.08127,-1.74796,0.07539,-1
203.14847,0.33594,0.0754,-1
176.7547,3.74188,0.07542,-1
163.1283,-0.6668,0.07545,-1
164.08988,-0.88898,0.07545,-1
167.57032,2.00793,0.07546,-1
170.26499,3.98912,0.07546,-1
175.84765,2.03045,0.07546,-1
33.43316,0.11333,0.07546,-1
31.7553,-0.33795,0.07547,-1
33.3336,-3.48799,0.07547,1
131.4263,2.01932,0.07548,1
182.52028,2.40405,0.0755,-1
1.92884,-0.93079,0.0755,1
30.66113,0.89053,0.0755,1
167.80105,4.35162,0.07551,-1
160.60719,2.65969,0.07552,-1
174.33449,-0.15196,0.07552,1
30.7661,1.15268,0.07552,-1
170.94281,2.4863,0.07553,-1
179.71934,-0.75353,0.07556,-1
184.4066,1.24019,0.07557,-1
175.82381,1.84314,0.07557,1
238.28303,43.46055,0.07557,1
157.81028,4.90938,0.07558,-1
176.38667,2.48913,0.07558,-1
212.37389,-1.99553,0.07558,1
211.24245,-1.53743,0.0756,-1
344.44302,2.75788,0.0756,1
213.85372,52.42416,0.07561,1
165.43542,3.88721,0.07562,-1
185.91374,2.48966,0.07564,-1
185.8905,5.26258,0.07564,1
138.22577,3.56316,0.07566,-1
184.21058,2.44551,0.07566,-1
160.11509,2.98821,0.07567,-1
168.61593,3.36312,0.07567,-1
354.45967,0.04088,0.07569,-1
164.52098,3.43641,0.07571,1
30.76996,0.69632,0.07571,1
176.96959,2.56697,0.07573,-1
176.54264,4.23768,0.07574,-1
138.2111,3.85615,0.07575,-1
177.6343,4.80479,0.07575,-1
180.86358,2.12128,0.07575,1
183.97295,-0.58763,0.07575,1
5.97284,1.16971,0.07575,1
17.71947,0.07731,0.07575,1
142.07751,1.66541,0.07576,1
30.95096,1.23154,0.07576,1
176.13199,-2.19113,0.07577,-1
161.68135,0.02332,0.07577,1
167.47717,3.01876,0.07577,1
359.64065,-0.38623,0.07578,-1
203.09015,-1.69695,0.0758,-1
174.46121,1.59157,0.0758,1
168.81787,0.4727,0.07581,-1
179.74542,0.77558,0.07581,-1
160.14543,2.81009,0.07581,1
182.5947,5.04848,0.07582,-1
168.55409,4.07885,0.07582,1
178.28883,3.70249,0.07583,-1
205.53891,1.98081,0.07586,1
180.15797,4.34004,0.07587,-1
208.44491,-1.87501,0.07587,1
176.16402,-1.95789,0.07589,1
339.3518,-0.18735,0.07589,1
168.92263,-0.05998,0.07592,1
140.49641,4.90781,0.07593,-1
353.22346,-0.2058,0.07594,1
30.72681,0.87795,0.07595,-1
339.78175,0.16373,0.07595,-1
